trade #,timestamp,buy/sell,fPrice,position,remaining capital,PnL
,2025-07-23 10:23:48,Buy,630.395,2,8808.37,
102,2025-07-23 11:11:49,Sell,630.705,0,10069.78,0.79
,2025-07-24 09:42:51,Buy,634.34,1,9435.44,
103,2025-07-24 10:02:53,Sell,635.08,0,10070.52,0.74
,2025-07-24 10:16:52,Buy,634.38,1,9436.14,
104,2025-07-24 11:29:56,Sell,635.525,0,10071.67,1.14
,2025-07-24 12:37:53,Buy,634.49,1,9437.18,
,2025-07-24 13:01:55,Buy,634.885,2,8802.29,
105,2025-07-24 13:29:54,Sell,635.38,0,10073.05,1.38
,2025-07-25 09:45:13,Buy,635.275,1,9437.78,
106,2025-07-25 09:55:14,Sell,635.44,0,10073.22,0.17
,2025-07-28 09:54:53,Buy,637.285,1,9435.93,
107,2025-07-28 10:04:57,Sell,637.66,0,10073.59,0.38
,2025-07-28 10:54:55,Buy,637.34,1,9436.25,
,2025-07-28 11:20:50,Buy,636.365,2,8799.89,
,2025-07-28 11:48:50,Buy,637.32,3,8162.57,
,2025-07-28 12:12:50,Buy,637.195,4,7525.37,
108,2025-07-28 12:20:49,Sell,637.545,0,10075.55,1.96
,2025-07-28 13:46:50,Buy,636.6951,1,9438.86,
,2025-07-28 13:48:50,Buy,636.675,2,8802.18,
,2025-07-28 14:00:53,Buy,636.11,3,8166.07,
,2025-07-28 14:06:50,Buy,635.74,4,7530.33,
,2025-07-28 14:46:49,Buy,635.985,5,6894.35,
,2025-07-28 15:08:50,Buy,635.87,6,6258.48,
,2025-07-28 15:36:50,Buy,635.96,7,5622.52,
,2025-07-29 09:46:28,Buy,638.12,8,4984.4,
,2025-07-29 09:50:33,Buy,637.37,9,4347.03,
,2025-07-29 10:44:29,Buy,637.2,10,3709.83,
,2025-07-29 10:54:31,Buy,636.73,11,3073.1,
,2025-07-29 11:20:36,Buy,636.265,12,2436.83,
,2025-07-29 11:36:29,Buy,635.48,13,1801.35,
,2025-07-29 12:40:40,Buy,635.32,14,1166.03,
,2025-07-29 13:40:35,Buy,635.65,15,530.38,
109,2025-07-30 11:41:03,Sell,635.4801,0,10062.58,-12.97
,2025-07-30 12:13:03,Buy,636.26,1,9426.32,
,2025-07-30 12:35:10,Buy,636.505,2,8789.82,
,2025-07-30 12:51:06,Buy,636.505,3,8153.31,
110,2025-07-30 12:53:06,Sell,636.52,0,10062.87,0.29
,2025-07-30 15:51:04,Buy,633.305,1,9429.57,
,2025-07-31 09:40:47,Buy,638.09,2,8791.48,
111,2025-07-31 09:56:46,Sell,639.63,0,10070.74,7.87
,2025-07-31 10:46:46,Buy,637.86,1,9432.88,
,2025-07-31 13:22:46,Buy,636.11,2,8796.77,
,2025-07-31 13:52:49,Buy,633.735,3,8163.03,
,2025-07-31 15:25:03,Buy,633.06,4,7529.97,
,2025-07-31 15:51:46,Buy,631.33,5,6898.64,
,2025-08-01 09:44:26,Buy,622.282,6,6276.36,
,2025-08-01 13:28:27,Buy,620.51,7,5655.85,
,2025-08-01 14:10:31,Buy,619.895,8,5035.96,
112,2025-08-04 09:50:50,Sell,628.25,0,10061.96,-8.78
,2025-08-05 10:26:51,Buy,629.36,1,9432.6,
,2025-08-05 10:45:06,Buy,627.56,2,8805.04,
,2025-08-05 11:30:50,Buy,627.92,3,8177.12,
,2025-08-05 12:46:51,Buy,627.885,4,7549.23,
,2025-08-05 15:48:52,Buy,628.31,5,6920.92,
,2025-08-06 09:50:50,Buy,628.75,6,6292.17,
113,2025-08-06 10:56:50,Sell,630.89,0,10077.51,15.55
,2025-08-07 09:44:44,Buy,636.2,1,9441.31,
,2025-08-07 10:14:47,Buy,634.685,2,8806.63,
,2025-08-07 12:00:44,Buy,631.795,3,8174.83,
,2025-08-07 12:40:44,Buy,631.4,4,7543.43,
,2025-08-07 12:44:49,Buy,630.5607,5,6912.87,
,2025-08-07 13:24:47,Buy,630.94,6,6281.93,
,2025-08-07 14:12:42,Buy,630.01,7,5651.92,
114,2025-08-08 10:18:50,Sell,636.16,0,10105.04,27.53
,2025-08-11 10:44:56,Buy,637.265,1,9467.78,
,2025-08-11 11:20:54,Buy,637.2799,2,8830.5,
,2025-08-11 11:28:52,Buy,637.1,3,8193.4,
115,2025-08-11 11:52:52,Sell,637.605,0,10106.21,1.17
,2025-08-11 13:42:55,Buy,636.6,1,9469.61,
,2025-08-11 14:14:55,Buy,636.58,2,8833.03,
,2025-08-11 14:46:53,Buy,636.125,3,8196.91,
,2025-08-11 15:16:55,Buy,636.2,4,7560.71,
,2025-08-11 15:32:54,Buy,636.17,5,6924.54,
,2025-08-11 15:52:52,Buy,634.8599,6,6289.68,
,2025-08-12 09:50:50,Buy,637.08,7,5652.6,
116,2025-08-12 10:52:50,Sell,640.1308,0,10133.51,27.3
,2025-08-13 10:00:57,Buy,645.32,1,9488.19,
,2025-08-13 10:34:56,Buy,644.05,2,8844.14,
,2025-08-13 11:07:01,Buy,643.46,3,8200.68,
,2025-08-13 11:58:56,Buy,643.46,4,7557.22,
,2025-08-13 12:28:56,Buy,643.48,5,6913.74,
,2025-08-13 12:52:56,Buy,642.9401,6,6270.8,
,2025-08-13 13:34:56,Buy,642.79,7,5628.01,
,2025-08-13 13:50:57,Buy,643.135,8,4984.88,
117,2025-08-14 10:01:01,Sell,644.0,0,10136.88,3.36
,2025-08-15 09:58:50,Buy,643.95,1,9492.93,
,2025-08-15 10:56:50,Buy,643.7899,2,8849.14,
,2025-08-15 11:28:51,Buy,643.53,3,8205.61,
,2025-08-15 11:44:54,Buy,642.63,4,7562.98,
,2025-08-15 12:06:50,Buy,643.42,5,6919.56,
,2025-08-15 12:32:50,Buy,643.36,6,6276.2,
,2025-08-15 15:52:52,Buy,643.44,7,5632.76,
,2025-08-18 09:45:30,Buy,643.54,8,4989.22,
118,2025-08-18 10:27:23,Sell,643.78,0,10139.46,2.58
,2025-08-18 10:31:26,Buy,643.05,1,9496.41,
,2025-08-18 11:09:22,Buy,643.3,2,8853.11,
,2025-08-18 11:49:23,Buy,642.98,3,8210.13,
,2025-08-18 12:11:23,Buy,643.135,4,7566.99,
,2025-08-18 12:37:23,Buy,642.59,5,6924.4,
119,2025-08-18 13:31:24,Sell,643.76,0,10143.2,3.74
,2025-08-18 14:21:23,Buy,642.62,1,9500.58,
120,2025-08-18 14:53:24,Sell,643.435,0,10144.02,0.81
,2025-08-19 10:46:07,Buy,642.11,1,9501.91,
,2025-08-19 12:10:13,Buy,640.46,2,8861.45,
,2025-08-19 12:42:07,Buy,639.85,3,8221.6,
,2025-08-19 14:45:14,Buy,638.91,4,7582.69,
,2025-08-19 15:04:08,Buy,638.84,5,6943.85,
,2025-08-19 15:52:07,Buy,639.07,6,6304.78,
,2025-08-20 09:48:45,Buy,637.67,7,5667.11,
,2025-08-20 10:42:45,Buy,633.76,8,5033.35,
121,2025-08-20 15:55:46,Sell,638.47,0,10141.11,-2.91
,2025-08-21 09:45:16,Buy,634.9399,1,9506.17,
,2025-08-21 09:47:12,Buy,635.54,2,8870.63,
122,2025-08-21 10:03:12,Sell,636.675,0,10143.98,2.87
,2025-08-21 12:13:12,Buy,635.66,1,9508.32,
,2025-08-21 12:37:15,Buy,635.18,2,8873.14,
,2025-08-21 13:00:17,Buy,634.99,3,8238.15,
,2025-08-21 13:19:12,Buy,634.37,4,7603.78,
123,2025-08-22 09:44:54,Sell,639.41,0,10161.42,17.44
,2025-08-25 09:40:20,Buy,643.99,1,9517.43,
124,2025-08-25 10:02:15,Sell,644.23,0,10161.66,0.24
,2025-08-25 10:20:20,Buy,643.85,1,9517.81,
125,2025-08-25 11:08:16,Sell,644.53,0,10162.34,0.68
,2025-08-25 15:00:22,Buy,643.935,1,9518.4,
,2025-08-25 15:18:17,Buy,643.6642,2,8874.74,
,2025-08-25 15:44:16,Buy,643.579,3,8231.16,
,2025-08-25 15:58:16,Buy,642.92,4,7588.24,
,2025-08-26 09:50:50,Buy,642.15,5,6946.09,
126,2025-08-26 10:24:54,Sell,643.18,0,10161.99,-0.35
,2025-08-27 09:50:48,Buy,644.98,1,9517.01,
127,2025-08-27 10:24:53,Sell,646.22,0,10163.23,1.24
,2025-08-28 09:56:24,Buy,645.395,1,9517.83,
128,2025-08-28 11:18:27,Sell,647.37,0,10165.2,1.98
,2025-08-29 10:46:36,Buy,644.17,1,9521.03,
,2025-08-29 13:02:38,Buy,644.37,2,8876.66,
,2025-08-29 15:52:36,Buy,644.295,3,8232.37,
129,2025-09-02 09:51:08,Sell,638.8,0,10148.77,-16.44
,2025-09-02 11:36:58,Buy,635.52,1,9513.25,
130,2025-09-02 15:30:58,Sell,639.22,0,10152.47,3.7
,2025-09-03 09:47:33,Buy,642.57,1,9509.9,
131,2025-09-03 10:27:35,Sell,642.64,0,10152.54,0.07
,2025-09-03 13:36:37,Buy,642.07,1,9510.47,
,2025-09-03 13:46:36,Buy,640.97,2,8869.5,
,2025-09-03 15:20:52,Buy,640.8701,3,8228.63,
,2025-09-04 09:41:07,Buy,644.7687,4,7583.86,
,2025-09-04 10:06:48,Buy,644.0191,5,6939.84,
132,2025-09-04 10:38:51,Sell,645.69,0,10168.29,15.75
,2025-09-05 09:40:39,Buy,651.5709,1,9516.72,
,2025-09-05 11:02:23,Buy,643.76,2,8872.96,
,2025-09-05 13:41:24,Buy,645.32,3,8227.64,
,2025-09-08 09:40:44,Buy,648.49,4,7579.15,
133,2025-09-08 09:58:25,Sell,648.4575,0,10172.98,4.69
,2025-09-08 12:39:28,Buy,648.15,1,9524.83,
,2025-09-08 13:40:29,Buy,648.2199,2,8876.61,
,2025-09-08 13:54:26,Buy,647.72,3,8228.89,
,2025-09-08 15:12:26,Buy,647.48,4,7581.41,
,2025-09-09 09:42:53,Buy,649.07,5,6932.34,
,2025-09-09 10:02:55,Buy,648.76,6,6283.58,
,2025-09-09 10:34:52,Buy,647.62,7,5635.96,
134,2025-09-09 13:01:21,Sell,649.245,0,10180.67,7.7
,2025-09-10 10:37:35,Buy,653.55,1,9527.12,
,2025-09-10 11:31:35,Buy,652.58,2,8874.54,
,2025-09-10 12:24:35,Buy,652.88,3,8221.66,
,2025-09-10 12:38:34,Buy,652.655,4,7569.01,
,2025-09-10 13:20:36,Buy,652.865,5,6916.14,
,2025-09-10 13:47:02,Buy,652.26,6,6263.88,
,2025-09-10 13:54:35,Buy,652.17,7,5611.71,
,2025-09-10 14:44:38,Buy,651.835,8,4959.88,
,2025-09-11 09:40:50,Buy,654.13,9,4305.75,
135,2025-09-11 10:22:31,Sell,655.73,0,10207.32,26.64
,2025-09-12 10:00:58,Buy,657.7983,1,9549.52,
136,2025-09-12 10:06:57,Sell,657.995,0,10207.52,0.2
,2025-09-12 11:31:58,Buy,657.695,1,9549.82,
,2025-09-12 12:18:57,Buy,657.91,2,8891.91,
,2025-09-12 12:40:57,Buy,657.78,3,8234.13,
137,2025-09-12 12:50:56,Sell,657.99,0,10208.1,0.59
,2025-09-12 15:44:56,Buy,657.75,1,9550.35,
138,2025-09-15 09:52:34,Sell,660.355,0,10210.71,2.61
,2025-09-15 10:21:34,Buy,660.125,1,9550.58,
139,2025-09-15 10:33:34,Sell,660.715,0,10211.3,0.59
,2025-09-15 12:59:36,Buy,660.13,1,9551.17,
,2025-09-15 14:17:34,Buy,660.08,2,8891.09,
,2025-09-15 14:37:55,Buy,659.89,3,8231.2,
,2025-09-15 14:45:34,Buy,659.51,4,7571.69,
,2025-09-15 15:18:35,Buy,659.93,5,6911.76,
,2025-09-15 15:52:36,Buy,660.04,6,6251.72,
,2025-09-15 15:58:37,Buy,660.67,7,5591.05,
,2025-09-16 09:55:49,Buy,660.23,8,4930.82,
,2025-09-16 10:32:48,Buy,659.91,9,4270.91,
,2025-09-16 10:58:52,Buy,659.93,10,3610.98,
,2025-09-16 11:04:49,Buy,659.53,11,2951.45,
,2025-09-16 11:35:48,Buy,659.5101,12,2291.94,
,2025-09-16 12:36:49,Buy,659.57,13,1632.37,
,2025-09-16 15:59:51,Buy,659.93,14,972.44,
,2025-09-17 09:43:04,Buy,659.81,15,312.63,
140,2025-09-17 09:47:25,Sell,660.1263,0,10214.52,3.22
,2025-09-17 10:31:04,Buy,659.22,1,9555.3,
,2025-09-17 10:46:23,Buy,659.2079,2,8896.09,
,2025-09-17 10:51:06,Buy,659.17,3,8236.92,
,2025-09-17 11:13:26,Buy,659.52,4,7577.4,
,2025-09-17 11:51:05,Buy,658.95,5,6918.45,
,2025-09-17 12:11:05,Buy,658.96,6,6259.49,
141,2025-09-17 14:02:05,Sell,660.91,0,10224.95,10.43
,2025-09-17 14:47:05,Buy,656.51,1,9568.44,
142,2025-09-18 10:14:57,Sell,663.62,0,10232.06,7.11
,2025-09-19 11:25:51,Buy,660.95,1,9571.11,
,2025-09-19 11:45:52,Buy,661.099,2,8910.01,
143,2025-09-19 12:15:52,Sell,662.25,0,10234.51,2.45
,2025-09-22 09:47:11,Buy,662.825,1,9571.69,
144,2025-09-22 10:29:32,Sell,664.08,0,10235.77,1.25
,2025-09-23 09:44:21,Buy,666.8992,1,9568.87,
145,2025-09-23 09:46:21,Sell,666.97,0,10235.84,0.07
,2025-09-23 10:30:33,Buy,666.61,1,9569.23,
,2025-09-23 11:28:21,Buy,666.15,2,8903.08,
,2025-09-23 11:42:22,Buy,665.6099,3,8237.47,
,2025-09-23 12:18:22,Buy,665.295,4,7572.17,
,2025-09-23 13:00:33,Buy,665.02,5,6907.15,
,2025-09-23 13:22:22,Buy,664.71,6,6242.44,
,2025-09-23 14:40:33,Buy,662.695,7,5579.75,
,2025-09-24 09:52:43,Buy,662.77,8,4916.98,
146,2025-09-24 10:52:43,Sell,663.63,0,10226.02,-9.82
,2025-09-24 11:04:46,Buy,662.82,1,9563.2,
,2025-09-24 11:34:47,Buy,662.17,2,8901.03,
,2025-09-24 11:48:47,Buy,661.46,3,8239.57,
,2025-09-24 12:16:44,Buy,659.81,4,7579.76,
,2025-09-24 13:48:44,Buy,660.47,5,6919.29,
,2025-09-24 14:12:45,Buy,660.19,6,6259.1,
,2025-09-25 09:42:49,Buy,655.38,7,5603.72,
147,2025-09-25 10:32:50,Sell,658.5601,0,10213.64,-12.38
,2025-09-25 14:02:50,Buy,654.98,1,9558.66,
148,2025-09-26 09:48:49,Sell,661.6,0,10220.26,6.62
,2025-09-26 10:26:50,Buy,658.13,1,9562.13,
,2025-09-26 12:00:51,Buy,658.595,2,8903.54,
149,2025-09-26 13:01:07,Sell,661.311,0,10226.16,5.9
,2025-09-29 10:05:18,Buy,664.2293,1,9561.93,
150,2025-09-29 10:32:59,Sell,664.81,0,10226.74,0.58
,2025-09-29 12:09:01,Buy,663.28,1,9563.46,
151,2025-09-29 12:53:00,Sell,662.92,0,10226.38,-0.36
,2025-09-29 13:54:59,Buy,663.04,1,9563.34,
,2025-09-29 15:08:59,Buy,662.69,2,8900.65,
,2025-09-30 09:41:00,Buy,662.61,3,8238.04,
,2025-09-30 10:28:49,Buy,662.715,4,7575.32,
152,2025-09-30 10:32:48,Sell,663.07,0,10227.6,1.22
,2025-09-30 11:40:57,Buy,662.02,1,9565.58,
,2025-09-30 12:01:01,Buy,663.085,2,8902.5,
153,2025-09-30 12:22:49,Sell,663.74,0,10229.98,2.38
,2025-09-30 13:12:48,Buy,662.31,1,9567.67,
,2025-09-30 13:36:49,Buy,661.98,2,8905.69,
154,2025-09-30 14:41:15,Sell,664.14,0,10233.97,3.99
,2025-10-01 09:50:49,Buy,663.605,1,9570.36,
155,2025-10-01 11:28:49,Sell,666.4051,0,10236.77,2.8
,2025-10-02 10:26:15,Buy,668.6399,1,9568.13,
,2025-10-02 10:45:29,Buy,668.15,2,8899.98,
,2025-10-02 11:03:14,Buy,667.29,3,8232.69,
,2025-10-02 11:30:29,Buy,667.61,4,7565.08,
,2025-10-02 11:34:15,Buy,667.32,5,6897.76,
156,2025-10-03 09:40:51,Sell,671.1368,0,10253.44,16.67
,2025-10-03 13:04:57,Buy,670.925,1,9582.52,
,2025-10-03 13:46:52,Buy,669.61,2,8912.91,
,2025-10-03 13:52:52,Buy,668.8,3,8244.11,
,2025-10-06 09:50:53,Buy,670.405,4,7573.7,
157,2025-10-06 10:28:54,Sell,670.515,0,10255.76,2.32
,2025-10-07 10:28:20,Buy,671.4,1,9584.36,
,2025-10-07 10:54:18,Buy,671.0,2,8913.36,
,2025-10-07 11:06:17,Buy,669.52,3,8243.84,
,2025-10-07 11:40:22,Buy,668.49,4,7575.35,
,2025-10-07 11:58:17,Buy,668.15,5,6907.2,
,2025-10-07 12:16:17,Buy,668.0385,6,6239.16,
,2025-10-07 12:56:18,Buy,668.46,7,5570.7,
,2025-10-07 14:02:17,Buy,668.04,8,4902.66,
158,2025-10-08 10:36:40,Sell,671.92,0,10278.02,22.26
,2025-10-09 09:48:51,Buy,672.86,1,9605.16,
,2025-10-09 10:20:51,Buy,671.5,2,8933.66,
,2025-10-09 10:32:51,Buy,670.79,3,8262.87,
,2025-10-09 11:32:52,Buy,670.675,4,7592.2,
,2025-10-09 12:24:58,Buy,670.95,5,6921.25,
,2025-10-09 12:42:51,Buy,670.4588,6,6250.79,
,2025-10-09 13:00:52,Buy,670.08,7,5580.71,
,2025-10-09 13:16:51,Buy,669.65,8,4911.06,
,2025-10-09 14:28:51,Buy,669.82,9,4241.24,
,2025-10-10 11:35:22,Buy,661.2,10,3580.04,
,2025-10-10 14:43:15,Buy,658.3,11,2921.74,
,2025-10-10 15:57:17,Buy,653.395,12,2268.35,
159,2025-10-13 09:58:49,Sell,662.7,0,10220.75,-57.28
,2025-10-14 09:42:49,Buy,654.46,1,9566.29,
160,2025-10-14 10:36:49,Sell,660.017,0,10226.3,5.56
,2025-10-15 13:15:53,Buy,659.03,1,9567.27,
,2025-10-16 10:08:26,Buy,666.565,2,8900.71,
161,2025-10-16 10:26:28,Sell,666.38,0,10233.47,7.16
,2025-10-16 11:31:27,Buy,665.37,1,9568.1,
,2025-10-16 12:11:27,Buy,664.58,2,8903.52,
,2025-10-16 12:31:28,Buy,661.14,3,8242.38,
,2025-10-16 14:05:33,Buy,660.0,4,7582.38,
,2025-10-16 14:16:35,Buy,658.25,5,6924.13,
,2025-10-16 15:22:28,Buy,658.59,6,6265.54,
,2025-10-17 09:44:55,Buy,658.65,7,5606.89,
,2025-10-17 10:58:51,Buy,659.54,8,4947.35,
162,2025-10-17 12:25:00,Sell,663.33,0,10253.99,20.52
,2025-10-22 10:07:51,Buy,671.47,1,9582.52,
,2025-10-22 10:15:52,Buy,670.85,2,8911.67,
,2025-10-22 11:28:51,Buy,668.24,3,8243.43,
,2025-10-22 13:25:53,Buy,664.92,4,7578.51,
,2025-10-22 13:44:53,Buy,663.62,5,6914.89,
,2025-10-22 15:58:52,Buy,667.52,6,6247.37,
163,2025-10-23 11:30:51,Sell,670.29,0,10269.11,15.12
,2025-10-27 10:18:54,Buy,682.84,1,9586.27,
164,2025-10-27 10:44:54,Sell,683.32,0,10269.59,0.48
,2025-10-27 10:53:14,Buy,682.595,1,9586.99,
,2025-10-27 11:13:55,Buy,682.9,2,8904.09,
,2025-10-27 11:19:56,Buy,682.99,3,8221.1,
165,2025-10-27 11:49:53,Sell,683.39,0,10271.27,1.69
,2025-10-28 11:05:15,Buy,685.9,1,9585.37,
,2025-10-28 11:20:52,Buy,685.73,2,8899.64,
,2025-10-28 11:30:51,Buy,685.465,3,8214.18,
166,2025-10-28 12:44:52,Sell,686.73,0,10274.37,3.09
,2025-10-29 10:20:50,Buy,688.78,1,9585.59,
,2025-10-29 10:52:14,Buy,688.37,2,8897.22,
,2025-10-29 11:10:24,Buy,688.185,3,8209.03,
,2025-10-29 12:04:11,Buy,687.62,4,7521.41,
,2025-10-29 13:40:29,Buy,687.98,5,6833.43,
,2025-10-29 14:36:50,Buy,685.6201,6,6147.81,
167,2025-10-30 11:25:56,Sell,684.97,0,10257.63,-16.74
,2025-10-30 15:18:54,Buy,681.64,1,9575.99,
,2025-10-30 15:55:54,Buy,680.235,2,8895.76,
168,2025-10-31 11:17:51,Sell,684.38,0,10264.52,6.88
,2025-10-31 11:47:53,Buy,682.87,1,9581.65,
,2025-10-31 13:00:51,Buy,680.39,2,8901.26,
,2025-10-31 13:17:51,Buy,680.0,3,8221.26,
,2025-11-03 10:00:53,Buy,682.1,4,7539.16,
,2025-11-03 10:33:53,Buy,680.39,5,6858.77,
169,2025-11-04 09:42:51,Sell,676.7,0,10242.27,-22.25
,2025-11-04 14:32:51,Buy,675.59,1,9566.68,
,2025-11-04 15:05:51,Buy,675.55,2,8891.13,
,2025-11-04 15:55:53,Buy,674.775,3,8216.35,
170,2025-11-05 10:00:51,Sell,677.0451,0,10247.49,5.22
,2025-11-06 10:15:51,Buy,673.27,1,9574.22,
,2025-11-06 10:54:52,Buy,671.72,2,8902.5,
,2025-11-06 11:25:52,Buy,670.45,3,8232.05,
,2025-11-06 11:56:51,Buy,669.128,4,7562.92,
,2025-11-06 13:06:52,Buy,669.3256,5,6893.59,
,2025-11-06 15:47:19,Buy,670.55,6,6223.04,
,2025-11-07 11:06:50,Buy,663.22,7,5559.82,
,2025-11-07 11:29:52,Buy,662.825,8,4897.0,
171,2025-11-07 14:32:51,Sell,667.53,0,10237.24,-10.25
,2025-11-10 09:56:55,Buy,678.45,1,9558.79,
172,2025-11-10 10:29:34,Sell,678.86,0,10237.65,0.41
,2025-11-10 10:38:56,Buy,678.2544,1,9559.39,
,2025-11-10 10:53:17,Buy,676.68,2,8882.71,
,2025-11-10 11:30:57,Buy,675.98,3,8206.73,
173,2025-11-10 12:41:21,Sell,678.61,0,10242.56,4.92
,2025-11-11 09:49:53,Buy,679.81,1,9562.75,
,2025-11-11 10:31:52,Buy,679.57,2,8883.18,
,2025-11-11 11:20:54,Buy,680.22,3,8202.96,
174,2025-11-11 12:06:53,Sell,680.7,0,10245.06,2.5
,2025-11-12 09:45:51,Buy,684.24,1,9560.82,
,2025-11-12 10:30:52,Buy,683.055,2,8877.77,
,2025-11-12 11:09:52,Buy,681.845,3,8195.92,
,2025-11-12 11:51:52,Buy,681.79,4,7514.13,
,2025-11-13 10:38:51,Buy,677.35,5,6836.78,
,2025-11-13 11:06:51,Buy,675.4,6,6161.38,
,2025-11-13 12:12:51,Buy,674.6,7,5486.78,
,2025-11-13 12:48:52,Buy,674.8199,8,4811.96,
,2025-11-13 13:26:52,Buy,672.87,9,4139.09,
,2025-11-13 14:04:18,Buy,672.11,10,3466.98,
,2025-11-13 14:20:52,Buy,672.02,11,2794.96,
,2025-11-13 14:58:17,Buy,671.92,12,2123.04,
175,2025-11-14 09:43:58,Sell,666.56,0,10121.76,-123.3
,2025-11-17 11:09:55,Buy,669.235,1,9452.53,
,2025-11-17 12:41:21,Buy,671.01,2,8781.52,
,2025-11-17 12:59:19,Buy,669.22,3,8112.3,
,2025-11-17 13:31:55,Buy,668.34,4,7443.96,
,2025-11-17 13:57:55,Buy,667.135,5,6776.82,
,2025-11-17 14:33:56,Buy,665.08,6,6111.74,
,2025-11-17 14:41:38,Buy,663.955,7,5447.79,
,2025-11-17 15:09:57,Buy,662.8998,8,4784.89,
,2025-11-19 11:25:57,Buy,661.47,9,4123.42,
,2025-11-19 14:28:24,Buy,659.74,10,3463.68,
,2025-11-19 15:58:15,Buy,662.58,11,2801.1,
,2025-11-20 09:46:49,Buy,673.75,12,2127.35,
176,2025-11-20 10:41:04,Sell,675.03,0,10227.71,105.95
,2025-11-20 10:56:08,Buy,673.03,1,9554.68,
,2025-11-20 11:36:09,Buy,666.27,2,8888.41,
,2025-11-20 13:48:02,Buy,655.695,3,8232.71,
,2025-11-20 15:59:10,Buy,652.53,4,7580.18,
,2025-11-21 09:48:54,Buy,655.27,5,6924.91,
177,2025-11-21 09:53:24,Sell,655.6,0,10202.91,-24.79
,2025-11-21 10:03:54,Buy,653.89,1,9549.02,
178,2025-11-21 11:39:55,Sell,656.955,0,10205.98,3.07
,2025-11-26 09:41:39,Buy,678.64,1,9527.34,
,2025-11-26 10:05:43,Buy,677.34,2,8850.0,
179,2025-11-26 10:35:46,Sell,678.88,0,10207.76,1.78
,2025-11-28 09:44:59,Buy,681.27,1,9526.49,
180,2025-11-28 09:56:59,Sell,681.22,0,10207.71,-0.05
,2025-12-02 11:17:41,Buy,681.45,1,9526.26,
,2025-12-02 13:01:28,Buy,680.8,2,8845.46,
181,2025-12-02 15:32:43,Sell,682.69,0,10210.84,3.13
,2025-12-04 10:19:18,Buy,683.38,1,9527.46,
,2025-12-04 10:26:16,Buy,682.54,2,8844.92,
182,2025-12-04 12:52:19,Sell,684.29,0,10213.5,2.66
,2025-12-05 09:44:00,Buy,685.83,1,9527.67,
183,2025-12-05 10:15:00,Sell,688.03,0,10215.7,2.2
,2025-12-05 12:26:00,Buy,685.46,1,9530.24,
,2025-12-05 12:37:59,Buy,685.0348,2,8845.2,
,2025-12-05 15:48:59,Buy,685.015,3,8160.19,
,2025-12-08 09:48:52,Buy,685.335,4,7474.85,
,2025-12-08 10:18:51,Buy,685.005,5,6789.85,
,2025-12-08 10:47:21,Buy,684.32,6,6105.53,
,2025-12-08 11:44:53,Buy,683.8298,7,5421.7,
,2025-12-08 12:03:51,Buy,682.8756,8,4738.82,
,2025-12-08 12:21:51,Buy,682.88,9,4055.94,
,2025-12-08 13:31:51,Buy,682.7827,10,3373.16,
,2025-12-08 13:54:22,Buy,682.59,11,2690.57,
,2025-12-08 14:31:29,Buy,682.31,12,2008.26,
,2025-12-08 14:49:26,Buy,682.51,13,1325.75,
,2025-12-08 15:32:51,Buy,682.34,14,643.41,
184,2025-12-09 10:14:13,Sell,684.18,0,10221.93,6.23
,2025-12-09 13:47:19,Buy,683.55,1,9538.38,
,2025-12-09 14:36:41,Buy,683.475,2,8854.91,
,2025-12-09 15:11:12,Buy,683.61,3,8171.3,
,2025-12-09 15:26:14,Buy,683.3799,4,7487.92,
,2025-12-09 15:52:12,Buy,683.19,5,6804.73,
,2025-12-09 15:56:11,Buy,682.84,6,6121.89,
185,2025-12-10 10:03:49,Sell,682.995,0,10219.86,-2.07
,2025-12-10 10:41:51,Buy,682.15,1,9537.71,
,2025-12-10 11:01:27,Buy,681.82,2,8855.89,
186,2025-12-10 12:13:27,Sell,683.25,0,10222.39,2.53
,2025-12-11 09:48:32,Buy,684.17,1,9538.22,
187,2025-12-11 11:44:30,Sell,686.47,0,10224.69,2.3
